Source_Object_Type,Source_Object,Azure_PostgreSQL_Object_Type,Azure_PostgreSQL_Object,Status,Action_Required,Error_Message
TRIGGER,CONTOSO.TRG_GEN_STG_005,TRIGGER,contoso.trg_gen_stg_005,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_006,FUNCTION,contoso.trg_gen_stg_006_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_006,TRIGGER,contoso.trg_gen_stg_006,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_007,FUNCTION,contoso.trg_gen_stg_007_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_007,TRIGGER,contoso.trg_gen_stg_007,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_008,FUNCTION,contoso.trg_gen_stg_008_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_008,TRIGGER,contoso.trg_gen_stg_008,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_009,FUNCTION,contoso.trg_gen_stg_009_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_009,TRIGGER,contoso.trg_gen_stg_009,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_010,FUNCTION,contoso.trg_gen_stg_010(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_010,TRIGGER,contoso.trg_gen_stg_010,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_011,FUNCTION,contoso.trg_gen_stg_011(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_011,TRIGGER,contoso.trg_gen_stg_011,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_012,FUNCTION,contoso.trg_gen_stg_012(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_012,TRIGGER,contoso.trg_gen_stg_012,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_013,FUNCTION,contoso.trg_gen_stg_013(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_013,TRIGGER,contoso.trg_gen_stg_013,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_014,FUNCTION,contoso.trg_gen_stg_014(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_014,TRIGGER,contoso.trg_gen_stg_014,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_015,FUNCTION,contoso.trg_gen_stg_015(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_015,TRIGGER,contoso.trg_gen_stg_015,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_016,FUNCTION,contoso.trg_gen_stg_016(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_016,TRIGGER,contoso.trg_gen_stg_016,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_017,FUNCTION,contoso.trg_gen_stg_017(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_017,TRIGGER,contoso.trg_gen_stg_017,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_018,FUNCTION,contoso.trg_gen_stg_018(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_018,TRIGGER,contoso.trg_gen_stg_018,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_019,FUNCTION,contoso.trg_gen_stg_019(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_019,TRIGGER,contoso.trg_gen_stg_019,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_020,FUNCTION,contoso.trg_gen_stg_020__tf(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_020,TRIGGER,contoso.trg_gen_stg_020,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_021,FUNCTION,contoso.trg_gen_stg_021__tf(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_021,TRIGGER,contoso.trg_gen_stg_021,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_022,FUNCTION,contoso.trg_gen_stg_022__tf(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_022,TRIGGER,contoso.trg_gen_stg_022,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_023,FUNCTION,contoso.trg_gen_stg_023__tf(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_023,TRIGGER,contoso.trg_gen_stg_023,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_024,FUNCTION,contoso.trg_gen_stg_024__tf(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_024,TRIGGER,contoso.trg_gen_stg_024,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_025,FUNCTION,contoso.trg_gen_stg_025_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_025,TRIGGER,contoso.trg_gen_stg_025,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_026,FUNCTION,contoso.trg_gen_stg_026_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_026,TRIGGER,contoso.trg_gen_stg_026,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_027,FUNCTION,contoso.trg_gen_stg_027_fn(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_027,TRIGGER,contoso.trg_gen_stg_027,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_028,FUNCTION,contoso.trg_gen_stg_028(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_028,TRIGGER,contoso.trg_gen_stg_028,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_029,FUNCTION,contoso.trg_gen_stg_029(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_029,TRIGGER,contoso.trg_gen_stg_029,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_030,FUNCTION,contoso.trg_gen_stg_030(),Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STG_030,TRIGGER,contoso.trg_gen_stg_030,Converted,no,
TRIGGER,CONTOSO.TRG_GEN_STMT_001,FUNCTION,contoso.trg_gen_stmt_001_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_001,TRIGGER,contoso.trg_gen_stmt_001,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_002,FUNCTION,contoso.trg_gen_stmt_002_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_002,TRIGGER,contoso.trg_gen_stmt_002,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_003,FUNCTION,contoso.trg_gen_stmt_003_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_003,TRIGGER,contoso.trg_gen_stmt_003,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_004,FUNCTION,contoso.trg_gen_stmt_004_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_004,TRIGGER,contoso.trg_gen_stmt_004,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_005,FUNCTION,contoso.trg_gen_stmt_005_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_005,TRIGGER,contoso.trg_gen_stmt_005,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_006,FUNCTION,contoso.trg_gen_stmt_006_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_STMT_006,TRIGGER,contoso.trg_gen_stmt_006,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_WHEN_001,FUNCTION,contoso.trg_gen_when_001_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_WHEN_001,TRIGGER,contoso.trg_gen_when_001,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_WHEN_002,FUNCTION,contoso.trg_gen_when_002_fn(),Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_GEN_WHEN_002,TRIGGER,contoso.trg_gen_when_002,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
TRIGGER,CONTOSO.TRG_IO_CUSTOMER_360,FUNCTION,contoso.trg_io_customer_360_tf(),Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
TRIGGER,CONTOSO.TRG_IO_CUSTOMER_360,TRIGGER,contoso.trg_io_customer_360,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
TRIGGER,CONTOSO.TRG_IO_OPEN_PURCHASE_ORDERS,FUNCTION,contoso.trg_io_open_purchase_orders_fn(),Converted,yes,
TRIGGER,CONTOSO.TRG_IO_OPEN_PURCHASE_ORDERS,TRIGGER,contoso.trg_io_open_purchase_orders,Converted,yes,
TRIGGER,CONTOSO.TRG_IO_PRODUCT_SELLABLE,FUNCTION,contoso.trg_io_product_sellable_tf(),Not-Converted,yes,"Resolve the required dependency and review the generated code. Best-effort Azure PostgreSQL code was generated, but this object is not included in the deployment script because the required dependency is not ready. Resolve the dependency, then either run conversion again and confirm inclusion or correct the Azure PostgreSQL code, test it, and deploy it separately. Running conversion again replaces any edits you make to the generated code. Reference: CVT-146"
TRIGGER,CONTOSO.TRG_IO_PRODUCT_SELLABLE,TRIGGER,contoso.trg_io_product_sellable,Not-Converted,yes,"Resolve the required dependency and review the generated code. Best-effort Azure PostgreSQL code was generated, but this object is not included in the deployment script because the required dependency is not ready. Resolve the dependency, then either run conversion again and confirm inclusion or correct the Azure PostgreSQL code, test it, and deploy it separately. Running conversion again replaces any edits you make to the generated code. Reference: CVT-146"
TYPE,CONTOSO.T_BENEFIT_TAB,DOMAIN,contoso.t_benefit_tab,Converted,no,
TYPE,CONTOSO.T_CHANNEL_VARR,TYPE,contoso.t_channel_varr,Converted,no,
TYPE,CONTOSO.T_CONTACT,FUNCTION,contoso.display_label(),Converted,no,
TYPE,CONTOSO.T_CONTACT,FUNCTION,contoso.is_valid_email(),Converted,no,
TYPE,CONTOSO.T_CONTACT,TYPE,contoso.t_contact,Converted,no,
TYPE,CONTOSO.T_CUSTOMER_PARTY,TYPE,contoso.t_customer_party,Converted,no,
TYPE,CONTOSO.T_LOYALTY_BENEFIT,FUNCTION,contoso.t_loyalty_benefit_is_active(),Converted,no,
TYPE,CONTOSO.T_LOYALTY_BENEFIT,TYPE,contoso.t_loyalty_benefit,Converted,no,
TYPE,CONTOSO.T_MONEY,FUNCTION,contoso.t_money_add_amount(),Converted,no,
TYPE,CONTOSO.T_MONEY,FUNCTION,contoso.t_money_compare(),Converted,no,
TYPE,CONTOSO.T_MONEY,FUNCTION,contoso.t_money_converted_to(),Converted,no,
TYPE,CONTOSO.T_MONEY,FUNCTION,contoso.t_money_to_base(),Converted,no,
TYPE,CONTOSO.T_MONEY,FUNCTION,contoso.t_money_zero(),Converted,no,
TYPE,CONTOSO.T_MONEY,TYPE,contoso.t_money,Converted,no,
TYPE,CONTOSO.T_NUMBER_TAB,DOMAIN,contoso.t_number_tab,Converted,no,
TYPE,CONTOSO.T_PARTY,FUNCTION,contoso.t_party$party_label(),Converted,no,
TYPE,CONTOSO.T_PARTY,TYPE,contoso.t_party,Converted,no,
TYPE,CONTOSO.T_POSTAL_ADDRESS,FUNCTION,"contoso.format_label(self contoso.t_postal_address, p_style varchar)",Converted,no,
TYPE,CONTOSO.T_POSTAL_ADDRESS,FUNCTION,contoso.format_label(self contoso.t_postal_address),Converted,no,
TYPE,CONTOSO.T_POSTAL_ADDRESS,TYPE,contoso.t_postal_address,Converted,no,
TYPE,CONTOSO.T_PRICE_POINT,FUNCTION,contoso.t_price_point_compare(),Converted,no,
TYPE,CONTOSO.T_PRICE_POINT,TYPE,contoso.t_price_point,Converted,no,
TYPE,CONTOSO.T_PRICE_POINT_TAB,DOMAIN,contoso.t_price_point_tab,Converted,no,
TYPE,CONTOSO.T_PRODUCT_ATTR,FUNCTION,contoso.t_product_attr_as_number(),Converted,no,
TYPE,CONTOSO.T_PRODUCT_ATTR,TYPE,contoso.t_product_attr,Converted,no,
TYPE,CONTOSO.T_PRODUCT_ATTR_TAB,DOMAIN,contoso.t_product_attr_tab,Converted,no,
TYPE,CONTOSO.T_SERVICE_VARR,DOMAIN,contoso.t_service_varr,Converted,no,
TYPE,CONTOSO.T_SIZE_RUN_VARR,DOMAIN,contoso.t_size_run_varr,Converted,no,
TYPE,CONTOSO.T_SUPPLIER_PARTY,TYPE,contoso.t_supplier_party,Converted,no,
TYPE,CONTOSO.T_TAG_VARR,DOMAIN,contoso.t_tag_varr,Converted,no,
TYPE,CONTOSO.T_VARCHAR_TAB,DOMAIN,contoso.t_varchar_tab,Converted,no,
VIEW,CONTOSO.V_ACTIVE_PRICE_LIST_ITEM,VIEW,contoso.v_active_price_list_item,Converted,no,
VIEW,CONTOSO.V_AUDIT_RECENT,VIEW,contoso.v_audit_recent,Converted,no,
VIEW,CONTOSO.V_CATEGORY_TREE,VIEW,contoso.v_category_tree,Converted,no,
VIEW,CONTOSO.V_CUSTOMER_360,VIEW,contoso.v_customer_360,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_CUSTOMER_LOYALTY_SUMMARY,VIEW,contoso.v_customer_loyalty_summary,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
VIEW,CONTOSO.V_DATA_QUALITY_OPEN,VIEW,contoso.v_data_quality_open,Converted,no,
VIEW,CONTOSO.V_EMPLOYEE_REPORTING_LINE,VIEW,contoso.v_employee_reporting_line,Converted,no,
VIEW,CONTOSO.V_FX_LATEST_RATES,VIEW,contoso.v_fx_latest_rates,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_001,VIEW,contoso.v_gen_arcwin_001,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
VIEW,CONTOSO.V_GEN_ARCWIN_002,VIEW,contoso.v_gen_arcwin_002,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
VIEW,CONTOSO.V_GEN_ARCWIN_003,VIEW,contoso.v_gen_arcwin_003,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
VIEW,CONTOSO.V_GEN_ARCWIN_004,VIEW,contoso.v_gen_arcwin_004,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_005,VIEW,contoso.v_gen_arcwin_005,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_006,VIEW,contoso.v_gen_arcwin_006,Converted,yes,
VIEW,CONTOSO.V_GEN_ARCWIN_007,VIEW,contoso.v_gen_arcwin_007,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_008,VIEW,contoso.v_gen_arcwin_008,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_009,VIEW,contoso.v_gen_arcwin_009,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_010,VIEW,contoso.v_gen_arcwin_010,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_011,VIEW,contoso.v_gen_arcwin_011,Converted,no,
VIEW,CONTOSO.V_GEN_ARCWIN_012,VIEW,contoso.v_gen_arcwin_012,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_001,VIEW,contoso.v_gen_cat_perf_001,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_002,VIEW,contoso.v_gen_cat_perf_002,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_003,VIEW,contoso.v_gen_cat_perf_003,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_004,VIEW,contoso.v_gen_cat_perf_004,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_005,VIEW,contoso.v_gen_cat_perf_005,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_006,VIEW,contoso.v_gen_cat_perf_006,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_007,VIEW,contoso.v_gen_cat_perf_007,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_008,VIEW,contoso.v_gen_cat_perf_008,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_009,VIEW,contoso.v_gen_cat_perf_009,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_010,VIEW,contoso.v_gen_cat_perf_010,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_011,VIEW,contoso.v_gen_cat_perf_011,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_012,VIEW,contoso.v_gen_cat_perf_012,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_013,VIEW,contoso.v_gen_cat_perf_013,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_014,VIEW,contoso.v_gen_cat_perf_014,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_015,VIEW,contoso.v_gen_cat_perf_015,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_016,VIEW,contoso.v_gen_cat_perf_016,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_017,VIEW,contoso.v_gen_cat_perf_017,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_018,VIEW,contoso.v_gen_cat_perf_018,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_019,VIEW,contoso.v_gen_cat_perf_019,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_020,VIEW,contoso.v_gen_cat_perf_020,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_021,VIEW,contoso.v_gen_cat_perf_021,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_022,VIEW,contoso.v_gen_cat_perf_022,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_023,VIEW,contoso.v_gen_cat_perf_023,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_024,VIEW,contoso.v_gen_cat_perf_024,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_025,VIEW,contoso.v_gen_cat_perf_025,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_026,VIEW,contoso.v_gen_cat_perf_026,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_027,VIEW,contoso.v_gen_cat_perf_027,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_028,VIEW,contoso.v_gen_cat_perf_028,Converted,no,
VIEW,CONTOSO.V_GEN_CAT_PERF_029,VIEW,contoso.v_gen_cat_perf_029,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CAT_PERF_030,VIEW,contoso.v_gen_cat_perf_030,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code was generated, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-241"
VIEW,CONTOSO.V_GEN_CTRY_TAX_001,VIEW,contoso.product,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_GEN_CTRY_TAX_001,VIEW,contoso.v_gen_ctry_tax_001,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_GEN_CTRY_TAX_002,VIEW,contoso.v_gen_ctry_tax_002,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_GEN_CTRY_TAX_003,VIEW,contoso.v_gen_ctry_tax_003,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_GEN_CTRY_TAX_004,VIEW,contoso.v_gen_ctry_tax_004,Not-Converted,yes,"Review and correct the generated code. Best-effort Azure PostgreSQL code was generated, but it is not included in the deployment script and its behavior is unverified. Compare it with the source, correct it, and test it before deploying separately. Reference: CVT-366"
VIEW,CONTOSO.V_GEN_CTRY_TAX_005,VIEW,contoso.v_gen_ctry_tax_005,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
VIEW,CONTOSO.V_GEN_CTRY_TAX_006,VIEW,contoso.v_gen_ctry_tax_006,Not-Converted,yes,"Convert the required dependency first. Azure PostgreSQL code passed the compilation check, but this object is not included in the deployment script because it depends on a temporary version of the required dependency. Convert the dependency, then run conversion again and confirm that this object is included. Reference: CVT-242"
